Example: SUM and Nested Ifs in an Array Formula,,,,,,,
        Find the sum of sales for a particular state and a particular beer type.,,,,,,,
,,,,,,,
,,,,,,,
,,,,,Modified for easier structure,,
,,"Oregon, Amber Ale:","$4,758,779 ",,Oregon,Amber,"$4,758,779 "
,,"California, Pale Ale:","$6,684,042 ",,California,Pale Ale,"$6,684,042 "
,,"Washington, Porter:","$4,939,958 ",,Washington,Porter,"$4,939,958 "
,,,,,,,
,,,,,,,
,Season,Year,Type,State,Sales $,,
,Fall,1998,Amber Ale,California,"$554,536 ",,
,Fall,1998,Hefeweizen,California,"$540,643 ",,
,Fall,1998,Pale Ale,California,"$577,548 ",,
,Fall,1998,Pilsner,California,"$455,905 ",,
,Fall,1998,Porter,California,"$490,871 ",,
,Fall,1998,Stout,California,"$446,383 ",,
,Fall,1998,Amber Ale,Oregon,"$457,726 ",,
,Fall,1998,Hefeweizen,Oregon,"$347,696 ",,
,Fall,1998,Pale Ale,Oregon,"$384,541 ",,
,Fall,1998,Pilsner,Oregon,"$386,420 ",,
,Fall,1998,Porter,Oregon,"$370,970 ",,
,Fall,1998,Stout,Oregon,"$430,754 ",,
,Fall,1998,Amber Ale,Washington,"$500,847 ",,
,Fall,1998,Hefeweizen,Washington,"$507,070 ",,
,Fall,1998,Pale Ale,Washington,"$482,346 ",,
,Fall,1998,Pilsner,Washington,"$608,713 ",,
,Fall,1998,Porter,Washington,"$150,000 ",,
,Fall,1998,Stout,Washington,"$500,649 ",,
,Spring,1998,Amber Ale,California,"$545,780 ",,
,Spring,1998,Hefeweizen,California,"$440,644 ",,
,Spring,1998,Pale Ale,California,"$580,359 ",,
,Spring,1998,Pilsner,California,"$536,225 ",,
,Spring,1998,Porter,California,"$414,908 ",,
,Spring,1998,Stout,California,"$377,997 ",,
,Spring,1998,Amber Ale,Oregon,"$331,289 ",,
,Spring,1998,Hefeweizen,Oregon,"$384,572 ",,
,Spring,1998,Pale Ale,Oregon,"$365,813 ",,
,Spring,1998,Pilsner,Oregon,"$396,338 ",,
,Spring,1998,Porter,Oregon,"$453,761 ",,
,Spring,1998,Stout,Oregon,"$356,538 ",,
,Spring,1998,Amber Ale,Washington,"$606,332 ",,
,Spring,1998,Hefeweizen,Washington,"$535,218 ",,
,Spring,1998,Pale Ale,Washington,"$493,364 ",,
,Spring,1998,Pilsner,Washington,"$559,100 ",,
,Spring,1998,Porter,Washington,"$220,350 ",,
,Spring,1998,Stout,Washington,"$476,975 ",,
,Summer,1998,Amber Ale,California,"$545,621 ",,
,Summer,1998,Hefeweizen,California,"$489,255 ",,
,Summer,1998,Pale Ale,California,"$523,124 ",,
,Summer,1998,Pilsner,California,"$612,216 ",,
,Summer,1998,Porter,California,"$425,562 ",,
,Summer,1998,Stout,California,"$485,285 ",,
,Summer,1998,Amber Ale,Oregon,"$467,173 ",,
,Summer,1998,Hefeweizen,Oregon,"$447,637 ",,
,Summer,1998,Pale Ale,Oregon,"$407,542 ",,
,Summer,1998,Pilsner,Oregon,"$449,575 ",,
,Summer,1998,Porter,Oregon,"$403,248 ",,
,Summer,1998,Stout,Oregon,"$449,293 ",,
,Summer,1998,Amber Ale,Washington,"$493,845 ",,
,Summer,1998,Hefeweizen,Washington,"$523,464 ",,
,Summer,1998,Pale Ale,Washington,"$575,692 ",,
,Summer,1998,Pilsner,Washington,"$568,633 ",,
,Summer,1998,Porter,Washington,"$100,250 ",,
,Summer,1998,Stout,Washington,"$487,012 ",,
,Winter,1998,Amber Ale,California,"$519,177 ",,
,Winter,1998,Hefeweizen,California,"$488,597 ",,
,Winter,1998,Pale Ale,California,"$456,653 ",,
,Winter,1998,Pilsner,California,"$528,843 ",,
,Winter,1998,Porter,California,"$420,782 ",,
,Winter,1998,Stout,California,"$439,751 ",,
,Winter,1998,Amber Ale,Oregon,"$348,503 ",,
,Winter,1998,Hefeweizen,Oregon,"$352,086 ",,
,Winter,1998,Pale Ale,Oregon,"$336,824 ",,
,Winter,1998,Pilsner,Oregon,"$350,924 ",,
,Winter,1998,Porter,Oregon,"$338,334 ",,
,Winter,1998,Stout,Oregon,"$383,738 ",,
,Winter,1998,Amber Ale,Washington,"$508,939 ",,
,Winter,1998,Hefeweizen,Washington,"$393,294 ",,
,Winter,1998,Pale Ale,Washington,"$430,380 ",,
,Winter,1998,Pilsner,Washington,"$390,741 ",,
,Winter,1998,Porter,Washington,"$118,030 ",,
,Winter,1998,Stout,Washington,"$522,282 ",,
,Fall,1999,Amber Ale,California,"$514,649 ",,
,Fall,1999,Hefeweizen,California,"$498,673 ",,
,Fall,1999,Pale Ale,California,"$541,930 ",,
,Fall,1999,Pilsner,California,"$541,022 ",,
,Fall,1999,Porter,California,"$487,516 ",,
,Fall,1999,Stout,California,"$558,787 ",,
,Fall,1999,Amber Ale,Oregon,"$393,690 ",,
,Fall,1999,Hefeweizen,Oregon,"$427,784 ",,
,Fall,1999,Pale Ale,Oregon,"$386,772 ",,
,Fall,1999,Pilsner,Oregon,"$430,461 ",,
,Fall,1999,Porter,Oregon,"$481,311 ",,
,Fall,1999,Stout,Oregon,"$529,637 ",,
,Fall,1999,Amber Ale,Washington,"$596,707 ",,
,Fall,1999,Hefeweizen,Washington,"$541,275 ",,
,Fall,1999,Pale Ale,Washington,"$574,091 ",,
,Fall,1999,Pilsner,Washington,"$567,246 ",,
,Fall,1999,Porter,Washington,"$530,193 ",,
,Fall,1999,Stout,Washington,"$475,884 ",,
,Spring,1999,Amber Ale,California,"$533,691 ",,
,Spring,1999,Hefeweizen,California,"$534,352 ",,
,Spring,1999,Pale Ale,California,"$588,845 ",,
,Spring,1999,Pilsner,California,"$513,750 ",,
,Spring,1999,Porter,California,"$516,692 ",,
,Spring,1999,Stout,California,"$539,883 ",,
,Spring,1999,Amber Ale,Oregon,"$418,483 ",,
,Spring,1999,Hefeweizen,Oregon,"$452,955 ",,
,Spring,1999,Pale Ale,Oregon,"$432,909 ",,
,Spring,1999,Pilsner,Oregon,"$493,853 ",,
,Spring,1999,Porter,Oregon,"$393,368 ",,
,Spring,1999,Stout,Oregon,"$405,946 ",,
,Spring,1999,Amber Ale,Washington,"$561,874 ",,
,Spring,1999,Hefeweizen,Washington,"$544,747 ",,
,Spring,1999,Pale Ale,Washington,"$470,339 ",,
,Spring,1999,Pilsner,Washington,"$530,410 ",,
,Spring,1999,Porter,Washington,"$455,378 ",,
,Spring,1999,Stout,Washington,"$668,180 ",,
,Summer,1999,Amber Ale,California,"$597,626 ",,
,Summer,1999,Hefeweizen,California,"$612,909 ",,
,Summer,1999,Pale Ale,California,"$585,669 ",,
,Summer,1999,Pilsner,California,"$641,282 ",,
,Summer,1999,Porter,California,"$447,013 ",,
,Summer,1999,Stout,California,"$476,238 ",,
,Summer,1999,Amber Ale,Oregon,"$421,466 ",,
,Summer,1999,Hefeweizen,Oregon,"$427,983 ",,
,Summer,1999,Pale Ale,Oregon,"$429,498 ",,
,Summer,1999,Pilsner,Oregon,"$544,597 ",,
,Summer,1999,Porter,Oregon,"$446,014 ",,
,Summer,1999,Stout,Oregon,"$487,611 ",,
,Summer,1999,Amber Ale,Washington,"$565,106 ",,
,Summer,1999,Hefeweizen,Washington,"$567,487 ",,
,Summer,1999,Pale Ale,Washington,"$538,648 ",,
,Summer,1999,Pilsner,Washington,"$708,608 ",,
,Summer,1999,Porter,Washington,"$634,104 ",,
,Summer,1999,Stout,Washington,"$522,179 ",,
,Winter,1999,Amber Ale,California,"$511,406 ",,
,Winter,1999,Hefeweizen,California,"$487,020 ",,
,Winter,1999,Pale Ale,California,"$563,504 ",,
,Winter,1999,Pilsner,California,"$565,428 ",,
,Winter,1999,Porter,California,"$380,743 ",,
,Winter,1999,Stout,California,"$351,971 ",,
,Winter,1999,Amber Ale,Oregon,"$388,646 ",,
,Winter,1999,Hefeweizen,Oregon,"$337,401 ",,
,Winter,1999,Pale Ale,Oregon,"$441,713 ",,
,Winter,1999,Pilsner,Oregon,"$438,764 ",,
