749,950,906,495,363,211,91,414,980,842
758,164,61,591,916,159,343,542,569,940
950,913,657,112,439,336,204,939,801,826
127,797,534,397,408,433,280,123,330,999
155,35,691,7,587,867,803,169,154,361
995,973,107,934,913,603,452,412,737,35
703,415,439,808,201,925,261,499,701,620
365,722,181,848,184,309,575,748,541,252
870,565,556,435,658,106,849,886,148,55
423,58,328,515,811,728,830,381,121,921
686,591,8,360,341,210,235,574,146,603
102,404,82,415,743,838,635,902,341,54
680,786,307,207,703,263,396,233,999,739
929,153,808,117,59,525,2,967,142,415
317,465,425,389,860,14,972,692,799,314
952,589,432,685,498,914,581,386,574,788
204,349,628,486,194,82,990,901,919,692
348,415,964,742,99,495,575,336,533,855
749,744,993,813,818,854,771,792,572,2
257,191,508,829,215,674,787,507,677,497
143,718,122,292,495,541,824,994,145,229
689,15,749,298,548,145,847,873,317,359
660,817,462,904,925,641,399,706,580,281
839,877,392,711,646,145,633,663,343,308
783,71,509,248,257,217,113,331,800,220
222,54,296,21,317,828,183,753,570,893
219,80,616,148,653,156,393,850,688,156
651,811,180,453,296,866,821,912,805,75
359,233,536,957,213,770,25,663,696,270
18,381,580,177,509,25,9,764,858,390
409,148,432,527,134,192,384,684,861,870
873,179,687,884,211,887,650,862,812,358
884,170,925,222,695,420,128,102,728,269
840,540,889,676,73,610,441,970,27,76
364,426,75,143,999,726,727,224,958,77
881,543,867,977,827,785,653,185,962,740
533,296,162,877,435,702,559,710,390,377
280,971,626,155,574,562,546,668,438,898
123,965,912,311,807,746,522,956,546,361
654,346,213,175,150,850,989,714,64,865
753,177,117,659,549,239,287,572,307,751
197,112,61,984,229,985,57,754,692,161
7,898,421,547,778,910,854,93,955,762
242,120,743,467,759,761,55,453,296,925
345,665,772,15,96,199,560,330,996,268
338,255,766,262,442,77,966,369,374,907
645,87,906,160,430,245,66,696,371,991
804,270,738,397,85,58,233,845,64,950
106,384,69,688,806,301,562,660,785,122
422,433,918,726,750,519,457,970,300,734
712,776,78,227,605,465,94,966,451,914
306,946,665,317,275,768,358,872,316,573
65,467,647,958,587,816,978,365,237,381
14,14,652,430,723,331,577,205,468,34
366,390,563,560,803,443,176,418,368,881
723,69,360,325,406,788,757,914,666,107
421,229,573,909,867,216,982,354,859,368
283,988,226,902,286,185,522,764,286,763
818,713,589,515,355,148,274,275,890,200
424,851,23,90,333,2,217,130,274,265
463,881,346,966,78,298,800,149,181,241
380,853,568,345,431,195,314,526,275,644
62,148,821,722,485,730,625,110,329,36
921,32,792,940,106,664,417,158,121,628
418,628,236,510,277,954,488,432,267,894
65,532,775,470,403,806,470,182,306,993
555,252,178,841,984,119,576,200,857,515
449,776,79,268,981,481,119,849,917,596
743,364,406,230,286,805,356,367,42,636
953,554,524,818,446,610,251,90,575,880
722,940,638,421,55,746,898,623,795,450
824,187,404,35,338,780,573,184,840,559
625,274,227,529,815,308,68,713,942,664
4,429,416,458,236,629,875,159,214,269
368,823,37,309,96,305,575,673,194,633
581,578,596,260,531,540,162,345,45,454
119,799,143,886,764,900,747,889,607,102
873,217,428,426,580,229,744,10,935,849
590,63,21,748,192,337,493,678,446,452
795,176,38,683,537,348,117,570,439,20
368,504,307,662,210,694,398,960,657,340
322,228,783,470,907,344,562,564,498,749
62,472,534,915,91,468,955,68,642,507
886,164,907,385,352,156,527,396,880,623
685,165,644,312,49,586,973,271,49,790
680,532,25,521,665,581,261,582,634,660
266,121,466,930,355,970,111,233,347,397
458,920,494,546,522,387,322,578,500,63
680,655,244,636,916,376,345,84,422,428
33,718,200,324,590,793,462,832,82,700
470,156,906,485,3,485,886,709,32,175
420,854,494,2,855,773,749,444,486,366
944,659,882,475,744,836,52,646,29,10
226,992,356,40,383,923,152,885,622,727
945,810,259,689,235,875,681,649,665,883
821,167,690,656,946,495,768,281,261,754
423,414,894,852,147,868,608,989,441,190
939,813,457,328,412,145,364,869,581,23
993,308,5,864,354,800,513,281,592,817
56,924,200,566,944,723,30,577,192,713
130,30,172,485,146,233,792,544,200,457
142,295,960,117,560,385,701,81,330,505
178,437,286,26,926,621,708,393,843,602
639,450,832,393,464,176,760,345,294,168
361,772,130,157,274,725,852,162,85,40
673,942,283,539,659,161,10,442,924,707
800,292,739,855,806,295,384,323,560,27
681,301,37,573,808,126,619,66,753,310
803,32,331,618,809,173,506,27,605,979
605,366,297,495,900,19,942,6,764,322
166,267,511,430,978,419,36,540,530,722
991,158,913,719,91,870,226,705,475,972
802,752,845,979,141,760,375,23,964,351
258,855,933,732,566,703,764,298,537,647
85,586,788,954,381,578,129,913,113,298
683,481,201,794,557,978,104,961,464,667
793,130,439,154,880,255,894,949,753,491
622,57,731,9,395,803,328,293,725,740
182,784,437,912,154,411,662,110,701,634
234,564,618,406,416,722,697,859,773,594
771,474,872,683,909,544,964,158,485,155
610,676,768,833,797,784,379,257,190,331
884,127,220,270,505,274,419,465,922,621
576,304,382,898,796,762,203,433,369,431
175,149,361,949,908,105,996,438,608,97
716,709,207,994,490,132,145,544,273,413
436,892,239,431,335,424,87,69,158,406
195,691,855,276,652,463,614,244,397,426
509,901,259,704,746,310,248,358,792,529
748,537,319,771,650,375,729,248,248,349
742,555,21,236,882,45,18,149,689,932
130,425,707,360,973,363,435,474,44,946
385,344,424,378,553,397,421,199,331,594
348,966,857,422,862,138,487,780,90,969
982,55,701,886,502,233,908,781,456,765
708,384,535,731,402,249,988,131,767,822
31,50,474,360,550,817,9,388,157,78
886,865,124,253,884,16,604,526,158,571
564,904,80,439,612,829,484,772,208,657
64,284,519,585,257,796,463,814,321,738
