780,185,145,10,820,539,833,100,358,544
38,725,729,696,22,152,220,784,933,233
845,715,295,529,208,366,109,53,177,781
540,619,67,501,487,878,613,574,668,862
75,814,622,447,556,666,235,374,187,639
211,44,407,720,655,158,25,889,500,266
504,422,68,19,571,15,796,682,566,65
103,61,488,699,522,827,140,795,139,457
808,868,460,775,325,538,861,643,628,373
136,46,957,105,512,722,792,542,693,552
353,89,988,266,603,192,132,131,82,281
803,453,833,50,825,445,330,238,617,955
954,427,459,538,292,893,226,869,27,734
910,991,143,893,307,921,67,97,319,560
700,997,421,643,871,198,769,196,906,546
663,513,128,308,142,718,468,297,467,214
949,53,835,378,366,510,682,466,921,714
340,691,828,753,631,203,41,554,329,726
340,554,99,382,312,480,258,309,971,459
566,208,150,251,734,42,803,200,180,714
76,725,45,204,317,742,709,828,680,166
746,283,975,712,443,167,682,856,613,719
400,767,440,837,749,162,887,697,175,590
50,90,640,886,548,289,8,793,604,10
912,264,657,306,168,541,536,899,664,747
365,693,227,331,32,65,209,532,946,877
916,876,245,993,758,547,249,260,887,511
380,547,509,623,835,612,534,949,289,803
702,101,93,789,991,498,671,117,947,793
553,961,724,778,606,753,695,526,976,208
553,689,475,985,549,254,824,553,873,305
203,329,384,304,399,457,84,536,315,497
709,683,336,170,564,778,986,617,41,383
816,469,225,199,645,281,905,437,547,231
796,787,963,242,437,930,352,610,340,576
239,576,12,35,275,719,714,681,848,812
201,991,818,180,600,735,467,444,56,805
292,77,15,10,710,537,470,965,309,279
227,609,548,358,259,939,148,341,660,572
784,399,271,231,155,608,52,317,786,875
849,299,393,241,814,50,689,983,767,982
743,657,358,623,847,953,673,734,371,751
297,913,778,207,321,717,459,196,390,357
175,673,329,227,194,390,340,794,182,13
367,455,67,835,636,88,966,89,751,720
112,481,606,138,376,878,183,442,453,667
278,154,604,902,589,775,870,197,30,477
149,366,254,400,84,923,710,543,363,667
291,305,912,20,515,748,891,992,699,635
913,163,480,708,962,575,403,533,174,797
234,931,218,23,66,436,904,980,70,877
749,749,532,973,64,264,155,669,820,246
406,179,916,608,239,827,674,127,12,299
199,499,417,637,63,187,807,256,752,126
227,440,442,779,129,569,986,318,759,840
307,305,4,14,95,867,381,884,859,134
275,566,411,775,617,750,2,920,164,721
591,450,784,239,153,638,468,564,966,944
384,84,577,620,145,810,892,675,950,538
535,68,552,16,418,890,204,918,99,679
617,816,447,355,124,564,695,568,878,91
536,432,745,237,77,707,110,353,47,629
270,928,928,480,649,45,997,595,433,770
144,829,150,598,104,696,720,341,143,789
752,654,578,417,45,702,280,626,336,213
177,422,597,285,192,520,164,232,842,234
416,277,662,297,794,866,347,530,328,424
306,648,418,823,889,356,907,189,163,245
962,20,476,237,778,66,585,825,294,220
716,720,906,102,585,669,102,801,405,360
124,882,180,398,194,130,291,932,431,727
216,973,834,188,684,703,409,290,722,65
876,358,910,453,59,119,701,106,113,177
766,31,722,311,172,5,990,993,762,136
722,505,878,4,253,47,425,507,224,432
614,369,711,614,678,188,30,296,376,844
229,161,527,688,508,390,967,725,127,335
956,34,742,425,830,801,86,465,575,917
952,662,393,474,982,491,551,612,820,301
32,59,668,292,472,967,864,260,171,447
