507,312,617,171,438,435,32,41,810,228
285,252,51,309,207,304,446,387,151,980
648,126,328,17,576,367,58,835,680,200
147,823,862,93,373,348,534,723,3,554
73,539,7,273,230,120,473,65,377,600
125,738,216,17,63,200,809,886,179,986
84,574,286,729,879,195,830,313,516,800
302,651,776,207,596,552,948,870,920,320
986,763,439,986,134,247,367,741,951,656
147,791,110,595,785,46,272,458,536,273
903,422,880,47,281,972,660,165,44,881
402,537,524,415,586,22,363,24,547,422
661,51,666,223,498,111,741,296,147,62
580,881,644,694,69,413,99,272,276,477
68,807,295,499,384,247,760,366,589,937
911,476,923,738,392,387,132,82,722,981
719,738,829,54,493,138,931,41,892,769
501,543,983,346,699,525,18,542,936,121
525,372,264,193,387,831,891,567,791,235
710,18,837,530,139,921,596,75,194,248
219,216,632,859,682,228,387,916,612,786
352,110,541,162,994,182,124,474,637,234
17,745,610,145,960,59,248,598,970,166
649,800,879,892,112,149,492,476,871,471
574,849,931,703,218,735,331,296,872,415
848,398,935,19,928,696,519,84,515,485
378,986,131,249,190,669,351,51,414,563
144,401,506,572,418,182,187,279,775,260
237,249,996,145,380,215,692,88,682,761
987,529,604,840,917,513,726,185,103,524
570,110,278,508,63,455,79,606,245,531
494,106,990,577,613,145,369,590,335,809
211,90,299,373,679,890,122,248,658,275
399,500,768,966,967,741,58,174,563,743
238,857,537,878,993,142,529,698,131,455
314,55,788,660,519,825,930,712,576,584
340,312,770,964,90,748,861,417,229,893
853,778,591,284,419,32,981,394,445,379
76,842,78,153,133,198,936,418,19,781
74,937,858,881,235,468,785,659,870,124
353,651,910,641,11,538,85,373,30,605
267,88,343,730,417,709,396,725,516,415
342,748,133,206,446,774,887,368,248,846
883,467,787,713,933,228,504,810,917,464
127,15,670,242,68,8,887,69,700,882
112,90,215,331,725,668,67,478,434,579
718,364,349,52,583,343,778,601,603,172
782,834,862,196,337,650,146,768,508,860
18,250,497,120,658,128,534,755,110,397
182,939,69,856,66,748,881,521,189,950
322,500,406,630,665,558,964,138,370,372
163,418,155,941,747,286,113,308,16,525
150,84,685,810,970,237,764,481,765,754
392,66,730,985,976,109,701,403,145,26
962,797,228,455,882,138,76,214,394,307
259,292,818,423,554,667,153,375,87,618
278,196,335,275,634,590,978,454,730,27
389,596,851,402,180,743,392,673,706,363
429,681,12,725,939,178,977,477,980,663
509,796,994,236,383,760,672,933,439,942
276,815,761,105,134,470,402,453,956,539
640,420,175,15,982,955,738,482,546,139
400,318,714,294,997,876,733,521,707,48
183,587,224,718,334,525,398,882,781,878
170,944,46,334,829,686,519,492,499,123
333,163,269,239,193,541,797,220,232,500
188,520,282,988,978,995,264,667,845,744
950,111,685,143,396,840,322,367,248,642
670,713,686,474,89,374,644,855,460,877
68,357,956,158,748,163,589,383,643,982
602,878,200,71,117,194,109,136,179,393
930,905,450,742,940,458,228,212,995,306
403,407,69,554,926,874,434,219,780,330
898,987,476,624,736,27,366,254,615,312
575,824,814,148,853,145,165,882,490,321
26,696,353,427,460,672,990,649,485,219
344,582,732,366,831,196,621,753,439,17
402,309,118,581,27,36,414,404,414,833
