435,552,40,289,863,751,942,229,593,496
557,931,607,378,146,288,510,916,41,834
603,527,722,984,630,112,970,246,574,865
818,677,157,82,957,424,59,215,239,705
433,951,555,495,414,806,771,112,445,875
549,20,294,786,435,374,512,530,665,146
9,382,888,651,635,456,30,803,663,672
122,650,924,647,474,693,364,544,474,696
130,661,835,626,956,646,230,324,637,933
204,583,554,144,387,278,92,463,155,846
574,595,966,15,547,227,196,413,843,137
415,548,686,313,400,839,353,581,157,999
963,876,924,683,864,493,698,410,2,263
880,980,220,4,760,128,138,641,237,896
260,351,30,145,689,617,338,740,863,703
229,480,726,455,193,778,407,502,755,388
196,262,543,69,787,353,801,112,342,290
608,862,110,211,809,688,667,522,637,183
338,975,445,855,826,3,567,454,601,480
61,315,273,593,350,665,734,569,780,629
570,181,634,888,770,447,555,578,186,37
54,766,550,140,5,727,646,243,319,662
562,975,526,125,802,203,244,424,284,875
678,513,79,330,263,356,447,43,69,101
91,378,541,60,114,980,248,881,178,962
835,308,627,828,670,133,453,611,461,575
569,836,537,168,139,71,659,760,384,678
506,652,446,20,795,945,316,712,363,179
12,861,133,909,563,748,796,594,883,152
67,761,673,206,876,392,279,45,300,184
358,249,885,185,866,535,629,512,638,436
392,407,842,138,426,885,704,735,135,301
644,205,118,157,290,359,610,295,815,622
841,16,309,741,636,406,92,69,493,167
726,177,412,592,809,535,998,551,235,920
787,647,359,273,554,849,85,587,43,986
282,714,305,537,914,152,175,659,389,168
425,867,636,221,268,971,150,422,590,516
673,59,737,410,262,684,290,701,636,497
501,351,731,942,523,57,285,847,291,794
